24
20
11
1
0
0
18,18,18,9,18,18,18,18,18,18,19,36,36,17,18,18,18,18,18,18,18,9,18,18,
18,18,18,18,18,18,18,9,18,18,19,36,36,17,18,18,18,18,9,18,18,18,18,18,
81,82,18,18,18,18,18,18,18,18,19,36,36,17,18,18,18,18,18,18,18,18,81,82,
18,18,18,18,18,18,18,18,18,18,19,36,36,17,18,18,18,18,18,18,18,18,18,18,
81,82,81,82,81,82,81,82,81,82,19,36,36,17,81,82,81,82,81,82,81,82,81,82,
104,104,104,104,104,104,104,104,104,104,104,109,110,104,104,104,104,104,104,104,104,104,104,104,
18,18,18,18,18,18,18,18,18,18,19,36,36,17,18,18,18,18,18,18,18,18,18,18,
9,4,34,34,34,34,34,34,34,34,35,36,36,33,34,34,34,34,34,34,34,34,5,18,
18,19,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,17,9,
18,19,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,17,18,
9,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,18,
18,18,18,18,18,18,18,18,9,18,18,18,18,18,18,9,18,18,18,18,18,18,18,18,
18,18,81,82,81,82,81,82,34,34,34,5,4,34,34,34,81,82,81,82,81,82,18,18,
81,82,4,34,34,34,34,35,18,18,18,17,19,18,18,18,33,34,34,34,34,5,81,82,
34,34,35,18,18,18,18,18,18,18,18,17,19,18,18,18,18,18,18,18,18,33,34,34,
18,18,18,18,18,18,18,18,18,18,18,17,19,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,17,19,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,17,19,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,17,19,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,17,19,18,18,18,18,18,18,18,18,18,18,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,66,0,0,0,0,0,0,176,e2,0,95,95,0,e2,176,0,0,0,0,0,0,65,66,
0,0,0,0,0,0,0,0,0,144,0,0,0,0,160,0,0,0,0,0,0,0,0,0,
65,66,65,66,65,66,65,66,65,66,0,0,0,0,65,66,65,66,65,66,65,66,65,66,
0,0,0,0,0,0,0,0,0,0,0,e3,e3,0,0,0,0,0,0,0,0,0,0,0,
37,37,37,37,37,37,37,37,37,37,37,0,0,37,37,37,37,37,37,37,37,37,37,37,
0,0,0,112,e3,160,160,160,144,0,0,e2,e2,0,0,160,144,144,144,144,e3,144,176,0,
0,0,0,112,0,0,0,128,144,0,0,0,0,0,0,160,128,0,0,0,112,0,112,0,
0,0,176,160,160,160,e3,80,160,160,160,80,80,144,144,144,128,0,e3,160,160,160,112,0,
0,0,112,160,160,63,160,160,144,e3,0,128,128,0,e3,160,160,160,112,0,0,0,0,0,
0,0,144,144,144,144,144,144,144,0,43,128,128,43,0,0,160,160,160,0,0,0,26,27,
0,0,65,66,65,66,65,66,0,0,43,128,128,43,0,0,65,66,65,66,65,66,0,0,
65,66,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,65,66,
0,0,0,0,0,0,0,0,192,192,192,e3,e3,192,192,192,0,0,0,0,0,0,0,0,
0,0,0,192,192,192,192,192,192,192,192,0,0,192,192,192,192,192,192,192,192,0,0,0,
192,192,192,192,192,192,192,192,192,192,192,0,0,192,192,192,192,192,192,192,192,192,192,192,
192,192,192,192,192,192,192,192,192,192,192,0,0,192,192,192,192,192,192,192,192,192,192,192,
192,192,192,192,192,192,192,192,192,192,192,0,0,192,192,192,192,192,192,192,192,192,192,192,
192,192,192,192,192,192,192,192,192,192,192,0,0,192,192,192,192,192,192,192,192,192,192,192,
192,192,192,192,192,192,192,192,192,192,192,0,0,192,192,192,192,192,192,192,192,192,192,192
1
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,50,49,50,49,50,49,50,49,50,0,0,0,0,49,50,49,50,49,50,49,50,49,50,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
