26
22
9
1
1
0
61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,
61,61,61,61,83,84,61,61,61,83,84,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,59,59,60,83,84,61,61,61,61,83,84,
61,61,61,61,74,77,77,77,77,77,77,77,77,77,78,59,59,76,77,77,77,75,61,61,61,61,
61,61,61,61,62,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,61,61,61,61,
61,61,74,77,78,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,76,77,75,61,61,
61,61,62,59,59,59,59,44,45,45,45,45,45,45,45,45,45,45,46,59,59,59,59,60,61,61,
83,84,62,59,59,59,59,60,61,61,61,61,61,61,61,61,61,61,62,59,59,59,59,60,61,61,
61,61,62,59,59,44,45,91,61,61,61,61,61,61,61,61,61,61,90,45,46,59,59,60,61,61,
61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,
61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,
61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,
61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,
61,61,62,59,59,76,77,75,61,61,61,61,61,61,61,61,61,61,74,77,78,59,59,60,61,61,
83,84,62,59,59,59,59,60,61,61,61,61,61,61,61,61,61,61,62,59,59,59,59,60,61,61,
61,61,62,59,59,59,59,76,77,77,77,77,77,77,77,77,77,77,78,59,59,59,59,60,83,84,
61,61,90,45,46,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,44,45,91,61,61,
61,61,61,61,62,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,61,61,61,61,
61,61,61,61,90,45,45,45,46,59,59,44,45,45,45,45,45,45,45,45,45,91,61,61,61,61,
61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,61,61,83,84,
83,84,61,61,61,61,61,61,62,59,59,60,61,61,83,84,61,61,83,84,61,61,61,61,61,61
0,0,0,0,67,68,0,0,0,67,68,0,0,93,113,0,0,115,0,0,0,0,93,0,0,0,
0,93,0,0,0,0,0,0,87,0,e7,0,0,0,113,95,95,115,85,86,0,0,0,0,67,68,
0,0,0,0,0,0,0,93,0,e7,0,93,0,0,113,128,128,115,0,0,93,0,0,0,0,0,
