26
24
21
18
0
0
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,
18,18,18,18,103,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,105,18,18,
18,81,82,18,119,103,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,105,121,81,82,
82,18,18,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,18,18,
18,81,82,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,81,82,
82,18,18,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,18,18,
18,81,82,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,81,82,
82,18,18,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,18,18,
18,81,82,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,81,82,
82,18,18,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,18,18,
18,81,82,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,81,82,
82,18,18,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,18,18,
18,18,18,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,81,82,
82,18,18,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,18,18,
18,18,18,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,81,82,
82,18,18,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,18,18,
18,81,82,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,81,82,
82,18,18,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,18,18,
18,81,82,18,119,119,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,121,121,81,82,
82,18,18,18,119,135,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,137,121,18,18,
18,81,82,18,135,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,137,81,82,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82
65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,65,66,0,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,65,66,
66,0,0,0,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,0,0,
0,65,66,0,37,37,133,101,101,101,101,101,101,101,101,101,101,101,101,101,101,117,37,37,65,66,
66,0,0,0,37,37,112,63,160,160,160,176,160,160,160,160,160,160,e4,160,160,0,37,37,0,0,
0,65,66,0,37,37,112,100,101,101,101,101,101,101,101,101,101,101,101,101,101,102,37,37,65,66,
66,0,0,0,37,37,112,116,112,160,160,160,160,160,63,160,160,160,160,160,160,118,37,37,0,0,
0,65,66,0,37,37,112,116,112,100,101,101,101,101,101,101,101,101,101,102,128,118,37,37,65,66,
66,0,0,0,37,37,176,116,112,116,112,160,160,160,e4,160,160,160,160,118,128,118,37,37,0,0,
0,65,66,0,37,37,112,116,112,116,112,100,101,101,101,101,101,102,128,118,176,118,37,37,65,66,
66,0,0,0,37,37,112,116,63,116,112,116,112,160,160,160,160,118,128,118,128,118,37,37,0,0,
0,0,0,0,37,37,e4,116,112,116,112,116,e4,133,101,102,176,118,63,118,128,118,37,37,65,66,
66,95,240,0,37,37,112,116,112,116,176,116,144,144,240,118,128,118,e4,118,128,118,37,37,0,0,
0,0,0,0,37,37,112,116,112,116,112,132,101,101,101,134,128,118,128,118,128,118,37,37,65,66,
66,0,0,0,37,37,112,116,112,116,144,144,144,63,144,144,128,118,128,118,128,118,37,37,0,0,
0,65,66,0,37,37,112,116,112,132,101,101,101,101,101,101,101,134,128,118,e4,118,37,37,65,66,
66,0,0,0,37,37,112,116,144,144,144,e4,144,144,63,144,176,144,128,118,128,118,37,37,0,0,
0,65,66,0,37,37,176,132,101,101,101,101,101,101,101,101,101,101,101,134,128,118,37,37,65,66,
66,0,0,0,37,37,144,144,144,63,144,144,144,144,e4,176,144,144,144,144,128,43,37,37,0,0,
