25
26
20
1
0
0
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,18,81,
34,34,34,34,34,34,34,34,34,34,5,18,18,4,34,5,18,18,18,18,18,18,81,82,18,
36,36,36,36,36,36,36,36,36,36,17,81,82,19,36,17,81,82,18,18,81,82,18,18,81,
2,3,36,1,2,2,2,2,3,36,33,34,34,35,36,17,18,18,81,82,18,18,81,82,18,
18,19,36,17,18,18,18,18,19,36,36,36,36,36,36,17,81,82,34,34,34,34,34,5,81,
18,19,36,17,18,18,18,18,19,36,1,2,2,2,2,21,18,19,36,36,36,36,36,17,18,
82,19,36,17,18,154,155,156,19,36,17,81,82,18,18,81,82,19,36,1,2,3,36,17,81,
18,19,36,33,34,34,34,34,35,36,33,34,5,81,82,18,18,19,36,17,18,19,36,17,18,
82,19,36,36,36,36,36,36,36,36,36,36,17,9,4,34,34,35,36,17,18,19,36,17,81,
18,20,2,2,2,2,2,2,2,2,3,36,17,18,19,36,36,36,36,17,18,20,2,21,18,
81,82,18,18,18,18,18,18,18,18,19,36,17,18,20,2,2,3,36,17,81,82,18,18,81,
18,18,81,82,81,82,18,154,155,156,19,36,17,81,82,81,82,19,36,17,18,18,81,82,18,
81,82,34,34,34,34,34,34,34,34,35,36,33,34,34,34,34,35,36,33,34,34,5,18,81,
18,19,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,17,81,82,
82,20,2,3,36,1,2,2,2,2,3,36,1,2,2,3,36,1,2,2,3,36,17,18,81,
81,82,18,19,36,17,18,18,18,18,19,36,17,18,18,19,36,17,18,18,19,36,17,81,82,
18,81,82,19,36,17,154,155,156,9,19,36,17,81,82,19,36,17,81,82,19,36,17,18,81,
81,82,18,19,36,33,34,34,34,34,35,36,17,18,18,20,2,21,18,18,19,36,17,81,82,
18,81,82,19,36,36,36,36,36,36,36,36,17,81,82,81,82,154,155,156,20,2,21,18,81,
81,82,18,20,2,2,3,36,1,2,3,36,33,34,34,34,34,34,34,34,34,5,18,18,18,
18,81,82,81,82,18,19,36,17,18,19,36,36,36,36,36,36,36,36,36,36,17,18,18,81,
81,82,4,34,34,34,35,36,17,18,20,2,2,3,36,1,2,2,2,3,36,17,81,82,18,
18,18,19,36,36,36,36,36,17,18,18,18,18,19,36,17,18,18,18,19,36,17,18,18,81,
81,82,20,2,2,2,2,2,21,81,82,81,82,20,2,21,154,155,156,19,36,17,81,82,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,36,17,18,18,81
66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,0,65,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,66,0,
0,0,0,31,32,0,43,0,31,32,0,65,66,0,0,0,65,66,0,0,65,66,0,0,65,
