24
20
1
4
1
1
61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,94,61,61,
61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,94,61,61,61,61,61,61,61,61,
61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,94,62,59,59,76,77,77,77,77,77,77,75,61,61,83,84,61,83,84,61,61,
61,61,61,61,62,59,59,59,59,59,59,59,59,59,60,83,84,61,61,83,84,83,84,61,
61,61,61,61,62,59,59,59,59,59,59,59,59,59,60,61,83,84,83,84,61,83,84,83,
94,61,61,61,90,45,45,45,45,45,45,46,59,59,60,83,84,83,84,83,84,83,84,61,
61,61,61,61,83,84,61,83,84,61,61,62,59,59,76,77,77,77,77,77,77,77,77,77,
61,61,61,61,61,61,83,84,61,83,84,62,59,59,59,59,59,59,59,59,59,59,59,59,
61,61,61,61,61,83,84,61,83,84,61,62,59,59,59,59,59,59,59,59,59,59,59,59,
61,61,61,61,61,61,83,84,61,83,84,62,59,59,44,45,45,45,45,45,45,45,45,45,
61,61,61,61,83,84,61,83,84,83,84,62,59,59,60,61,61,61,61,61,61,61,61,61,
77,77,77,77,77,77,77,77,77,77,77,78,59,59,60,61,94,61,61,61,61,61,61,61,
59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,61,61,61,61,61,94,61,94,61,
59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,61,61,61,94,61,61,61,61,61,
45,45,45,45,45,45,45,45,45,45,45,45,45,45,91,94,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,83,84,61,61,83,84,61,61,
61,61,61,61,61,61,94,61,61,61,61,61,61,61,61,61,61,83,84,83,84,83,84,61
113,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,
