26
16
22
1
0
0
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,
81,82,81,82,81,82,81,82,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,9,18,18,18,18,18,18,81,82,81,82,81,82,81,82,81,82,81,82,81,82,18,81,82,
18,18,18,18,18,18,18,25,81,82,18,18,18,18,18,18,18,9,18,18,18,18,18,18,18,18,
18,18,81,82,18,18,18,18,18,18,81,82,81,82,81,82,18,18,18,18,18,18,18,18,81,82,
81,82,18,18,81,82,9,18,81,82,18,18,18,18,18,18,18,18,81,82,18,18,18,18,18,18,
18,18,81,82,18,18,18,18,18,81,82,81,82,81,82,18,18,18,18,18,81,82,9,18,81,82,
18,18,18,18,81,82,18,18,81,82,18,18,18,18,18,18,18,18,81,82,18,18,18,18,18,18,
18,18,81,82,18,18,18,18,18,18,81,82,81,82,81,82,18,18,18,18,81,82,18,18,81,82,
81,82,18,18,81,82,18,9,81,82,18,18,18,18,18,81,82,18,81,82,18,18,18,18,18,18,
18,18,81,82,18,18,18,18,18,81,82,81,82,81,82,18,18,18,18,18,81,82,18,18,81,82,
81,82,18,18,81,82,18,18,18,18,25,18,18,18,9,18,18,18,81,82,18,18,18,25,18,18,
18,18,81,82,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,81,82,18,18,81,82,
81,82,18,18,81,82,18,18,18,18,18,18,18,18,18,18,18,18,81,82,18,18,18,18,18,18,
18,18,81,82,18,18,81,82,81,82,81,82,81,82,81,82,81,82,18,18,81,82,18,18,81,82
0,0,0,0,0,0,0,0,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,
65,66,65,66,65,66,65,66,43,0,0,0,0,0,0,0,0,0,0,0,0,0,42,176,0,0,
0,0,0,0,0,e2,0,0,0,65,66,65,66,65,66,65,66,65,66,65,66,65,66,e2,65,66,
0,95,0,0,31,32,0,0,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,65,66,0,0,0,0,0,0,65,66,65,66,65,66,0,0,0,0,0,0,0,0,65,66,
65,66,0,0,65,66,e2,e2,65,66,0,0,0,0,0,0,0,0,65,66,0,0,0,0,0,0,
0,0,65,66,0,0,0,0,0,65,66,65,66,65,66,31,32,e2,0,0,65,66,0,0,65,66,
65,66,0,0,65,66,0,0,65,66,0,0,0,0,0,0,0,0,65,66,0,0,0,0,0,0,
0,0,65,66,0,0,0,0,0,0,65,66,65,66,65,66,0,0,0,0,65,66,0,0,65,66,
65,66,0,0,65,66,176,176,65,66,0,0,0,0,0,65,66,e2,65,66,0,0,0,0,0,0,
0,0,65,66,0,0,0,0,0,65,66,65,66,65,66,0,0,0,0,0,65,66,0,0,65,66,
65,66,0,0,65,66,0,0,0,0,0,0,0,0,0,e2,0,0,65,66,0,0,0,0,0,0,
0,0,65,66,0,0,31,32,0,0,0,0,0,0,0,0,31,32,0,0,65,66,0,0,65,66,
65,66,0,0,65,66,0,0,0,0,0,0,0,0,0,0,0,0,65,66,0,0,0,0,0,0,
0,0,65,66,0,0,65,66,65,66,65,66,65,66,65,66,65,66,0,0,65,66,0,0,65,66,
0,0,0,0,65,66,0,0,0,0,0,0,0,0,0,0,0,0,65,66,0,0,0,0,0,0
1
49,50,49,50,49,50,49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,49,50,49,50,49,50,49,50,49,50,49,50,49,50,0,49,50,
0,0,0,0,15,16,0,0,49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,49,50,0,0,0,0,0,0,49,50,49,50,49,50,0,0,0,0,0,0,0,0,49,50,
49,50,0,0,49,50,0,0,49,50,0,0,0,0,0,0,0,0,49,50,0,0,0,0,0,0,
0,0,49,50,0,0,0,0,0,49,50,49,50,49,50,15,16,0,0,0,49,50,0,0,49,50,
49,50,0,0,49,50,0,0,49,50,0,0,0,0,0,0,0,0,49,50,0,0,0,0,0,0,
0,0,49,50,0,0,0,0,0,0,49,50,49,50,49,50,0,0,0,0,49,50,0,0,49,50,
49,50,0,0,49,50,0,0,49,50,0,0,0,0,0,49,50,0,49,50,0,0,0,0,0,0,
0,0,49,50,0,0,0,0,0,49,50,49,50,49,50,0,0,0,0,0,49,50,0,0,49,50,
49,50,0,0,49,50,0,0,0,0,0,0,0,0,0,0,0,0,49,50,0,0,0,0,0,0,
0,0,49,50,0,0,15,16,0,0,0,0,0,0,0,0,15,16,0,0,49,50,0,0,49,50,
49,50,0,0,49,50,0,0,0,0,0,0,0,0,0,0,0,0,49,50,0,0,0,0,0,0,
0,0,49,50,0,0,49,50,49,50,49,50,49,50,49,50,49,50,0,0,49,50,0,0,49,50,
0,0,0,0,49,50,0,0,0,0,0,0,0,0,0,0,0,0,49,50,0,0,0,0,0,0,
50,49,50,49,50,49,50,49,50,49,50,49,50,49,50,49,50,49,50,49,50,49,50,0,49,50
