28
26
1
2
1
0
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,61,83,84,61,74,77,77,77,77,77,77,77,77,77,77,77,75,61,
83,84,61,61,61,61,94,61,61,61,61,61,61,61,62,59,59,59,59,59,59,59,59,59,59,59,60,61,
61,61,61,83,84,61,61,61,61,61,61,61,61,61,62,59,59,59,59,59,59,59,59,59,59,59,60,83,
61,61,61,61,61,61,61,61,83,84,61,61,61,61,62,59,59,44,45,45,45,45,45,46,59,59,60,61,
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,109,110,107,107,107,107,108,61,62,59,59,60,61,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,124,61,62,59,59,60,61,
61,61,61,61,61,61,61,94,74,77,77,77,77,77,78,59,59,60,94,61,61,124,61,62,59,59,60,61,
61,61,61,61,83,84,61,61,62,59,59,59,59,59,59,59,59,60,61,61,61,124,61,62,59,59,60,61,
61,61,61,61,61,61,61,61,62,59,59,59,59,59,59,59,59,60,61,61,61,124,61,62,59,59,60,61,
83,84,61,61,61,61,61,61,62,59,59,44,45,45,45,45,45,91,61,61,61,124,61,62,59,59,60,83,
61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,83,84,61,124,61,62,59,59,60,61,
107,107,107,107,107,107,107,107,107,109,110,107,107,107,107,107,108,61,61,61,61,124,61,62,59,59,60,61,
61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,124,61,61,61,61,124,61,62,59,59,60,61,
61,61,61,74,77,77,77,77,78,59,59,60,61,61,61,61,124,61,61,61,61,124,61,62,59,59,60,61,
83,84,61,62,59,59,59,59,59,59,59,60,61,61,61,61,124,61,61,61,61,124,61,62,59,59,60,61,
61,61,61,62,59,59,59,59,59,59,59,60,61,83,84,61,124,61,61,61,61,124,61,62,59,59,60,83,
61,94,61,62,59,59,44,45,45,45,45,91,61,61,61,61,124,61,61,61,61,124,61,62,59,59,60,61,
107,107,107,107,109,110,107,107,107,107,107,108,61,61,61,61,124,61,94,61,61,124,61,62,59,59,60,61,
61,61,61,62,59,59,60,61,61,61,61,124,61,61,61,94,124,61,61,61,61,124,61,62,59,59,60,61,
61,94,61,62,59,59,60,61,61,61,61,124,61,61,61,61,124,61,61,61,61,124,94,62,59,59,60,61,
77,77,77,78,59,59,60,94,61,83,84,124,61,61,61,61,124,61,61,61,61,124,61,62,59,59,76,77,
59,59,59,59,59,59,60,61,61,61,61,124,61,61,61,61,124,61,61,61,61,124,61,62,59,59,59,59,
59,59,59,59,59,59,60,61,61,61,61,124,61,61,61,61,124,61,61,61,61,124,61,62,59,59,59,59,
45,45,45,45,45,45,91,83,84,61,61,124,61,83,84,61,124,61,83,84,61,124,61,90,45,45,45,45,
61,61,61,61,61,61,61,61,61,61,61,124,61,61,61,61,124,61,61,61,61,124,61,61,61,61,61,61
0,0,0,0,0,0,0,0,0,0,0,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,68,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,85,86,0,e6,240,0,0,0,87,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
0,176,0,0,0,0,0,0,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,98,98,98,98,98,114,0,0,0,130,98,98,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,e6,e6,37,37,37,37,37,0,0,0,0,0,0,
0,0,92,0,0,0,0,87,0,0,0,0,0,87,0,0,0,0,92,0,0,37,93,0,0,0,0,0,
0,0,0,0,85,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,
0,176,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,146,0,0,0,0,0,
67,68,0,71,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,113,0,0,0,0,67,
0,0,0,0,e6,176,e7,160,160,160,0,0,0,0,0,0,0,0,67,68,0,37,113,0,0,0,0,0,
0,0,130,98,98,98,98,114,63,80,160,0,0,0,0,0,0,0,0,0,0,37,113,0,0,0,0,0,
37,37,37,37,37,37,37,37,37,e6,e6,37,37,37,37,37,37,146,0,0,92,37,113,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,37,113,0,0,0,37,113,0,0,0,0,0,
85,86,92,0,0,0,0,0,0,0,128,0,0,0,0,0,37,113,0,0,0,37,113,0,0,0,0,0,
0,176,e6,0,0,144,144,144,144,144,80,176,0,85,86,0,37,145,0,71,0,37,113,0,0,0,0,67,
0,71,0,0,63,128,0,0,0,0,63,0,0,0,0,0,37,0,0,0,0,37,113,0,0,0,0,0,
114,0,0,176,80,80,130,98,98,98,114,0,93,0,0,0,37,0,71,0,0,37,113,0,0,0,0,0,
37,37,37,37,e6,e6,37,37,37,37,37,37,146,0,0,92,37,146,0,0,0,37,145,0,0,0,0,0,
0,87,0,0,0,128,0,0,0,0,0,37,113,0,0,0,37,113,e6,63,71,37,87,0,0,0,0,0,
0,0,e6,0,0,128,0,87,0,85,86,37,113,0,0,0,37,113,87,e6,e6,37,0,0,0,0,0,93,
0,0,64,e6,0,128,0,0,0,0,0,37,113,0,0,0,37,113,e6,240,0,37,0,0,0,0,0,0,
0,0,80,144,144,128,0,0,0,0,0,37,113,0,0,0,37,113,0,0,e6,37,146,0,0,0,95,0,
0,0,144,144,144,112,0,67,68,0,0,37,145,85,86,0,37,113,67,68,176,37,113,0,0,0,95,0,
0,0,0,0,0,144,144,e6,240,0,92,37,0,0,0,176,37,113,0,0,93,37,113,0,0,0,0,0,
0,67,68,92,0,0,0,0,0,0,0,37,0,0,0,0,37,145,0,0,0,37,113,0,0,0,0,0
1
51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,
0,0,0,0,0,0,0,0,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,69,70,0,0,0,0,0,0,0,0,0,0,0,0,51,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,69,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,51,52,0,0,0,0,69,70,0,0,0,51,52,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
