24
24
1
11
1
1
83,84,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,83,84,61,
61,61,61,61,61,83,84,61,83,84,62,59,59,60,61,83,84,61,83,84,61,61,61,61,
61,83,84,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,83,84,
61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,
83,84,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,83,84,
61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,
83,84,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,83,84,
77,77,77,77,77,77,77,77,77,77,78,59,59,76,77,77,77,77,77,77,77,77,77,77,
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,
45,45,45,45,45,45,45,45,45,45,46,59,59,44,45,45,45,45,45,45,45,45,45,45,
61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,83,84,
83,84,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,83,84,
61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,
83,84,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,83,84,61,
61,61,61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,
