29
27
27
13
0
0
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,81,82,81,82,81,82,81,82,81,82,81,82,4,34,5,81,82,81,82,81,82,81,82,81,82,81,82,18,
81,82,103,104,104,104,104,104,104,104,104,104,105,19,36,17,103,104,104,104,104,104,104,104,104,104,105,18,18,
18,18,119,103,104,104,104,104,104,104,104,105,121,19,36,17,119,103,104,104,104,104,104,104,104,105,121,81,82,
81,82,119,119,18,18,18,18,18,18,18,121,121,19,36,17,119,119,18,18,18,18,18,18,18,121,121,18,18,
18,18,119,119,18,18,18,18,18,18,18,121,121,19,36,17,119,119,18,18,18,18,18,18,18,121,121,81,82,
81,82,119,119,18,18,18,18,18,18,18,121,121,19,36,17,119,119,18,18,18,18,18,18,18,121,121,18,18,
18,18,119,119,18,18,18,18,18,18,18,121,121,19,36,17,119,119,18,18,18,18,18,18,18,121,121,81,82,
81,82,119,119,18,18,18,18,18,18,18,121,121,19,36,17,119,119,18,18,18,18,18,18,18,121,121,18,18,
18,18,119,119,18,18,18,18,18,18,18,121,121,19,36,17,119,119,18,18,18,18,18,18,18,121,121,81,82,
81,82,119,135,136,136,136,136,136,136,136,137,121,19,36,17,119,135,136,136,136,136,136,136,136,137,121,18,18,
18,18,135,136,136,136,136,136,136,136,136,136,137,19,36,17,135,136,136,136,136,136,136,136,136,136,137,81,82,
81,82,34,34,34,34,34,34,34,34,34,34,34,35,36,33,34,34,34,34,34,34,34,34,34,34,34,34,34,
18,19,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,
18,20,2,2,2,2,2,2,2,2,2,2,2,3,36,1,2,2,2,2,2,2,2,2,2,2,2,2,2,
81,82,103,104,104,104,104,104,104,104,104,104,105,19,36,17,103,104,104,104,104,104,104,104,104,104,105,18,18,
18,18,119,103,104,104,104,104,104,104,104,105,121,19,36,17,119,103,104,104,104,104,104,104,104,105,121,81,82,
81,82,119,119,18,18,18,18,18,18,18,121,121,19,36,17,119,119,18,18,18,18,18,18,18,121,121,18,18,
18,18,119,119,18,18,18,18,18,18,18,121,121,19,36,17,119,119,18,18,18,18,18,18,18,121,121,81,82,
81,82,119,119,18,18,18,18,18,18,18,121,121,19,36,17,119,119,18,18,18,18,18,18,18,121,121,18,18,
18,18,119,119,18,18,18,18,18,18,18,121,121,19,36,17,119,119,18,18,18,18,18,18,18,121,121,81,82,
81,82,119,119,18,18,18,18,18,18,18,121,121,19,36,17,119,119,18,18,18,18,18,18,18,121,121,18,18,
18,18,119,119,18,18,18,18,18,18,18,121,121,19,36,17,119,119,18,18,18,18,18,18,18,121,121,81,82,
81,82,119,135,136,136,136,136,136,136,136,137,121,19,36,17,119,135,136,136,136,136,136,136,136,137,121,18,18,
18,18,135,136,136,136,136,136,136,136,136,136,137,19,36,17,135,136,136,136,136,136,136,136,136,136,137,81,82,
81,82,18,18,18,18,18,18,18,18,18,18,18,20,2,21,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,81,82,81,82,81,82,81,82,81,82,81,82,18,18,18,81,82,81,82,81,82,81,82,81,82,81,82,18
0,65,66,65,66,65,66,65,66,65,66,65,66,0,0,0,65,66,65,66,65,66,65,66,65,66,65,66,0,
65,66,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,37,37,37,37,37,37,37,37,37,37,37,144,240,160,37,37,37,37,37,37,37,37,37,37,37,65,66,
65,66,37,37,37,37,37,37,37,37,37,37,37,0,0,0,37,37,37,37,37,37,37,37,37,37,37,0,0,
0,0,37,37,112,112,112,0,0,112,0,37,37,0,0,0,37,37,0,0,0,112,0,0,95,37,37,65,66,
65,66,37,37,63,0,0,e3,144,176,112,37,37,0,0,0,37,37,144,144,144,176,144,112,63,37,37,0,0,
0,0,37,37,128,0,0,128,128,0,112,37,37,0,0,0,37,37,e2,0,0,112,0,112,128,37,37,65,66,
65,66,37,37,128,160,160,240,128,0,112,37,37,0,0,0,37,37,128,0,144,240,160,112,128,37,37,0,0,
0,0,37,37,144,144,144,128,112,160,160,37,37,0,0,0,37,37,128,112,0,112,0,e2,128,37,37,65,66,
65,66,37,37,176,160,e2,160,160,0,0,37,37,0,0,0,37,37,128,e3,160,160,0,0,0,37,37,0,0,
0,0,37,37,37,37,37,37,37,37,37,37,37,0,0,0,37,37,37,37,37,37,37,37,37,37,37,65,66,
65,66,37,37,37,37,37,37,37,37,37,37,37,0,0,0,37,37,37,37,37,37,37,37,37,37,37,0,0,
0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,144,240,0,0,0,0,0,0,0,0,0,0,0,e4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,66,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,37,37,37,37,37,37,37,37,37,37,37,0,0,0,37,37,37,37,37,37,37,37,37,37,37,65,66,
65,66,37,37,37,37,37,37,37,37,37,37,37,0,0,0,37,37,37,37,37,37,37,37,37,37,37,0,0,
0,0,37,37,144,144,144,80,144,e2,0,37,37,0,0,0,37,37,176,80,176,80,176,80,63,37,37,65,66,
65,66,37,37,128,0,0,176,0,0,0,37,37,0,0,0,37,37,80,e3,80,63,80,63,80,37,37,0,0,
0,0,37,37,e3,0,0,112,160,160,160,37,37,0,0,0,37,37,63,80,176,80,e3,80,176,37,37,65,66,
65,66,37,37,128,0,144,240,144,e3,112,37,37,0,0,0,37,37,80,63,80,240,160,e2,80,37,37,0,0,
0,0,37,37,128,160,160,160,0,144,63,37,37,0,0,0,37,37,176,80,176,80,e2,80,63,37,37,65,66,
65,66,37,37,95,80,160,e3,160,e2,160,37,37,0,0,0,37,37,80,63,80,e3,80,176,80,37,37,0,0,
0,0,37,37,37,37,37,37,37,37,37,37,37,0,0,0,37,37,37,37,37,37,37,37,37,37,37,65,66,
65,66,37,37,37,37,37,37,37,37,37,37,37,144,240,160,37,37,37,37,37,37,37,37,37,37,37,0,0,
0,65,66,65,66,65,66,65,66,65,66,65,66,0,128,0,65,66,65,66,65,66,65,66,65,66,65,66,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
