20
16
9
2
1
0
61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,
83,84,61,61,61,61,83,84,62,59,59,60,61,61,61,61,61,61,61,61,
61,61,61,83,84,61,61,61,62,59,59,60,61,61,83,84,61,61,83,84,
61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,83,84,61,61,
61,61,83,84,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,83,84,62,59,59,60,83,84,61,61,61,83,84,61,
83,84,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,
61,61,61,83,84,61,61,61,62,59,59,60,61,61,83,84,61,61,61,61,
83,84,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,83,84,
61,61,61,83,84,61,83,84,90,45,45,91,83,84,61,61,61,61,61,61,
83,84,61,61,61,61,61,61,61,61,61,61,61,61,61,83,84,61,83,84
0,0,71,0,0,71,0,0,0,0,0,0,0,0,71,0,0,0,0,71,
71,0,0,0,0,0,0,0,0,95,95,0,71,0,0,0,0,71,0,0,
98,98,98,98,98,98,98,98,114,80,112,130,98,98,98,98,98,98,98,98,
0,0,0,176,0,43,0,0,0,e6,e6,0,0,0,0,0,0,0,0,0,
67,68,0,0,e6,0,85,86,0,0,0,0,e6,0,0,0,0,0,0,0,
0,0,0,67,68,0,0,0,0,0,0,0,0,0,67,68,0,0,67,68,
0,0,0,0,43,0,0,0,0,0,0,0,0,0,43,0,67,68,0,0,
0,0,67,68,0,0,0,0,0,0,0,0,0,0,43,176,0,0,0,0,
0,0,0,0,e6,0,67,68,0,0,0,0,85,86,0,e6,43,67,68,0,
67,68,43,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,
0,0,0,0,0,43,0,0,0,0,0,0,e6,176,0,0,0,0,0,0,
0,0,0,67,68,176,e6,0,0,0,0,0,0,43,67,68,0,0,0,0,
67,68,0,0,0,43,0,0,0,0,0,0,0,0,0,0,43,43,67,68,
0,0,0,67,68,e6,85,86,0,0,0,0,67,68,0,0,0,0,0,0,
67,68,0,43,0,0,0,0,0,0,0,0,0,0,0,67,68,0,67,68,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,52,0,0,0,0,69,70,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,51,52,0,0,0,0,0,0,0,0,0,51,52,0,0,51,52,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,0,0,
0,0,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,51,52,0,0,0,0,69,70,0,0,0,51,52,0,
51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,51,52,0,0,0,0,0,0,0,0,0,51,52,0,0,0,0,
51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,
0,0,0,51,52,0,69,70,0,0,0,0,51,52,0,0,0,0,0,0,
51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,0,51,52,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,51,52,0,0,51,52,0,0,51,52,0,0,0,0
