16
24
14
3
0
1
18,18,19,36,36,17,18,18,18,18,18,18,18,18,18,18,
81,82,19,36,36,17,18,18,18,18,18,18,18,18,18,18,
18,18,19,36,36,17,18,81,82,18,81,82,18,81,82,18,
81,82,19,36,36,17,18,18,18,18,18,18,18,18,18,18,
18,18,19,36,36,17,18,81,82,18,18,18,18,81,82,18,
81,82,19,36,36,17,18,18,18,18,18,18,18,18,18,18,
18,18,19,36,36,17,18,81,82,18,18,18,18,81,82,18,
81,82,19,36,36,33,34,34,34,34,34,5,18,18,18,18,
18,18,19,36,36,36,36,36,36,36,36,17,18,18,18,18,
81,82,19,36,36,36,36,36,36,36,36,17,18,18,18,18,
18,18,20,2,2,2,2,2,3,36,36,17,18,18,81,82,
81,82,18,18,18,18,18,18,19,36,36,17,18,18,18,18,
18,18,18,18,18,103,104,104,104,109,110,104,104,104,104,104,
81,82,18,18,18,119,18,18,19,36,36,17,18,18,18,18,
18,18,18,18,18,119,18,18,19,36,36,17,18,18,81,82,
81,82,18,18,18,119,81,82,19,36,36,17,18,18,18,18,
18,18,18,18,18,119,18,18,19,36,36,17,9,18,81,82,
81,82,18,18,18,119,81,82,19,36,36,17,18,18,18,18,
18,18,18,18,18,119,18,18,19,36,36,17,18,18,18,18,
81,82,18,18,18,119,18,18,19,36,36,17,18,18,18,18,
18,18,18,18,18,119,81,82,20,2,2,21,25,18,18,18,
81,82,18,18,18,135,136,136,136,136,136,136,136,136,136,136,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
82,81,82,81,82,18,18,18,18,18,18,18,18,18,18,18
65,66,0,0,0,0,100,101,101,101,101,101,101,101,101,102,
0,0,0,95,95,0,116,65,66,0,65,66,0,65,66,118,
65,66,0,0,0,0,116,0,0,0,0,0,0,0,0,118,
0,0,0,0,0,0,116,65,66,0,176,176,0,65,66,118,
65,66,0,0,0,0,116,0,0,0,0,0,0,0,0,118,
0,0,0,0,0,0,116,65,66,0,0,0,0,65,66,118,
65,66,0,0,0,63,132,101,101,117,63,63,133,101,101,134,
0,0,28,29,30,e2,0,0,0,0,0,0,0,0,0,0,
65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,66,
65,66,0,0,0,0,0,0,0,0,0,0,26,27,0,0,
0,0,0,0,100,101,101,101,117,0,0,133,101,101,101,101,
65,66,0,0,116,37,37,37,37,0,0,37,37,37,37,37,
0,0,0,0,116,37,0,0,0,e2,e2,0,0,0,65,66,
65,66,0,0,116,37,65,66,0,0,0,0,0,0,0,0,
0,0,0,0,116,37,0,0,0,0,0,0,0,0,65,66,
65,66,0,0,116,37,65,66,0,0,0,0,0,0,0,0,
0,0,0,0,116,37,0,0,0,0,0,0,0,0,0,0,
65,66,0,0,116,37,0,0,0,0,0,0,0,0,0,0,
0,0,e2,e2,116,37,65,66,0,0,0,0,0,0,0,0,
65,66,176,176,116,37,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,116,37,37,37,37,37,37,37,37,37,37,37,
66,65,66,65,66,133,101,101,101,101,101,101,101,101,101,101,
0,0,0,0,0,65,66,65,66,65,66,65,66,65,66,65
1
0,0,0,0,0,0,0,49,50,0,49,50,0,49,50,0,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,49,50,0,0,0,0,49,50,0,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,49,50,0,0,0,0,49,50,0,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,12,13,14,0,0,0,0,0,0,0,0,0,0,0,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,
49,50,0,0,0,0,0,0,0,0,0,0,10,11,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,
49,50,0,0,0,0,49,50,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,
49,50,0,0,0,0,49,50,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,49,50,0,0,0,0,0,0,0,0,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,49,50,49,50,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,49,50,49,50,49,50,49,50,49,50,49,
49,50,49,50,0,0,0,0,0,0,0,0,0,0,0,0
