25
13
3
2
0
0
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,36,36,17,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,36,36,17,18,18,
81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,18,81,82,19,36,36,17,81,82,
18,18,4,34,34,34,34,34,34,34,34,34,34,34,34,34,5,18,18,19,36,36,17,18,18,
81,82,19,36,36,36,36,36,36,36,36,36,36,36,36,36,17,81,82,19,36,36,17,81,82,
18,18,19,36,36,36,36,36,36,36,36,36,36,36,36,36,17,18,18,19,36,36,17,18,18,
81,82,19,36,36,1,2,2,2,2,2,2,2,3,36,36,17,81,82,19,36,36,17,81,82,
18,18,19,36,36,17,18,18,18,18,18,18,18,19,36,36,17,18,18,19,36,36,17,18,18,
81,82,19,36,36,17,81,82,18,18,81,82,18,19,36,36,33,34,34,35,36,36,17,81,82,
18,18,19,36,36,17,18,9,81,82,18,18,18,19,36,36,36,36,36,36,36,36,17,18,18,
81,82,19,36,36,17,81,82,18,18,81,82,18,19,36,36,36,36,36,36,36,36,17,81,82,
18,18,19,36,36,17,18,18,81,82,18,18,18,20,2,2,2,2,2,2,2,2,21,18,18,
81,82,19,36,36,17,81,82,9,25,81,82,18,18,81,82,81,82,81,82,81,82,81,82,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,118,0,0,116,0,0,
65,66,65,66,65,66,65,66,65,66,65,66,65,66,65,66,116,65,66,118,95,95,116,65,66,
0,0,100,101,101,101,101,101,101,101,101,101,101,101,101,117,116,0,0,118,0,0,116,0,0,
65,66,116,0,0,0,0,0,0,0,0,0,0,0,0,0,116,65,66,118,0,0,116,65,66,
0,0,116,0,0,0,0,0,0,0,0,0,e2,0,0,0,116,0,0,118,0,0,116,0,0,
65,66,116,0,0,0,0,0,0,0,0,0,0,0,0,0,116,65,66,118,0,0,116,65,66,
0,0,116,0,0,100,101,101,101,101,101,101,102,0,0,0,116,0,0,118,0,0,116,0,0,
65,66,116,e2,e2,116,65,66,0,0,65,66,118,0,0,0,132,101,101,134,e2,e2,116,65,66,
0,0,116,0,0,116,0,0,65,66,0,0,118,0,0,0,0,0,0,0,0,0,116,0,0,
65,66,116,0,0,116,65,66,0,0,65,66,118,0,0,0,0,0,0,0,0,0,116,65,66,
0,0,116,0,0,116,0,0,65,66,0,0,118,0,0,0,0,0,0,0,0,0,116,0,0,
65,66,116,0,0,116,65,66,0,0,65,66,118,43,65,66,65,66,65,66,65,66,65,66,0,
0,0,116,0,0,116,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0
1
49,50,49,50,49,50,49,50,49,50,49,50,49,50,49,50,0,49,50,0,0,0,0,49,50,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,0,0,0,0,49,50,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,0,0,0,0,49,50,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,50,0,0,0,0,49,50,0,0,49,50,0,0,0,0,0,0,0,0,0,0,0,49,50,
0,0,0,0,0,0,0,0,49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,50,0,0,0,0,49,50,0,0,49,50,0,0,0,0,0,0,0,0,0,0,0,49,50,
0,0,0,0,0,0,0,0,49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,50,0,0,0,0,49,50,0,0,49,50,0,0,49,50,49,50,49,50,49,50,49,50,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
