23
26
11
1
0
0
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,212,213,213,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,212,213,213,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,212,213,213,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,212,213,213,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,212,213,213,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,212,213,213,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,212,213,213,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,212,213,213,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,212,213,213,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,212,213,213,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,212,213,213,249,249,249,249,249,249,249,249,249,0,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
248,248,248,248,248,248,248,248,0,0,0,0,0,0,0,250,250,250,250,250,250,250,250,
248,248,248,248,248,248,248,248,0,244,269,244,269,244,0,250,250,250,250,250,250,250,250,
248,248,248,248,248,248,248,248,269,0,0,0,0,0,269,250,250,250,250,250,250,250,250,
248,248,248,248,248,248,248,248,0,0,0,228,0,0,0,250,250,250,250,250,250,250,250,
248,248,248,248,248,248,248,248,269,0,228,0,228,0,269,250,250,250,250,250,250,250,250,
248,248,248,248,248,248,248,248,0,228,0,0,0,228,0,250,250,250,250,250,250,250,250,
248,248,248,248,248,248,248,248,269,0,0,e15,0,0,269,250,250,250,250,250,250,250,250,
248,248,248,248,248,248,248,248,0,0,0,0,0,0,0,250,250,250,250,250,250,250,250,
248,248,248,248,248,248,248,248,269,0,0,0,0,0,269,250,250,250,250,250,250,250,250,
248,248,248,248,248,248,248,248,244,0,0,0,0,0,244,250,250,250,250,250,250,250,250,
248,248,248,248,248,248,248,248,0,269,0,0,0,269,0,250,250,250,250,250,250,250,250,
248,248,248,248,248,248,248,264,265,265,0,0,0,265,265,266,250,250,250,250,250,250,250,
248,248,248,248,248,248,264,265,265,269,0,0,0,269,265,265,266,250,250,250,250,250,250,
248,248,248,248,248,264,265,265,265,265,0,0,0,265,265,265,265,266,250,250,250,250,250,
248,248,248,248,264,265,265,265,265,269,0,0,0,269,265,265,265,265,266,250,250,250,250,
248,248,248,264,265,265,265,265,265,265,0,0,0,265,265,265,265,265,265,266,250,250,250,
248,248,264,265,265,265,265,265,265,269,0,0,0,269,265,265,265,265,265,265,266,250,250,
248,264,265,265,265,265,265,265,265,265,0,0,0,265,265,265,265,265,265,265,265,266,250,
264,265,265,265,265,265,265,265,265,269,0,0,0,269,265,265,265,265,265,265,265,265,266,
265,265,265,265,265,265,265,265,265,265,0,0,0,265,265,265,265,265,265,265,265,265,265,
265,265,265,265,265,265,265,265,265,269,0,0,0,269,265,265,265,265,265,265,265,265,265,
265,265,265,265,265,265,265,265,265,265,0,0,0,265,265,265,265,265,265,265,265,265,265,
267,267,267,267,267,267,267,267,267,269,0,0,0,269,267,267,267,267,267,267,267,267,267,
233,233,233,233,233,233,233,233,233,234,0,0,0,232,233,233,233,233,233,233,233,233,233,
233,233,233,233,233,233,233,233,234,250,0,0,0,248,232,233,233,233,233,233,233,233,233,
233,233,233,233,233,233,233,234,250,250,0,0,0,248,248,232,233,233,233,233,233,233,233
1
0,0,0,0,0,0,0,0,0,0,253,0,253,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,253,0,0,0,0,0,253,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,253,0,0,0,0,0,253,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,253,0,0,0,0,0,253,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,253,0,0,0,0,0,253,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,253,0,0,0,253,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,253,0,0,0,253,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,253,0,0,0,253,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,253,0,0,0,253,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,253,0,0,0,253,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,253,0,0,0,253,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,253,0,0,0,253,0,0,0,0,0,0,0,0,0,
