16
24
7
1
0
4
246,247,178,178,178,178,178,178,178,178,178,178,178,178,246,247,
178,178,178,178,165,165,178,178,178,178,165,165,178,178,178,178,
246,247,149,149,149,149,149,178,178,149,149,149,149,149,246,247,
210,210,210,210,210,210,210,212,213,210,210,210,210,210,210,210,
178,178,178,178,178,178,178,178,178,220,178,178,178,178,178,178,
246,247,178,178,178,178,178,178,178,178,178,178,178,178,246,247,
178,178,220,178,220,178,178,178,178,178,178,178,178,178,178,178,
246,247,178,178,178,178,178,178,178,178,178,178,178,178,246,247,
178,178,178,178,220,178,178,220,178,178,178,220,178,178,178,178,
246,247,178,178,178,178,178,178,178,178,178,178,178,178,246,247,
178,178,178,178,178,178,178,178,178,220,178,178,178,178,178,178,
246,247,178,178,178,178,178,178,178,178,178,178,178,178,246,247,
210,210,210,210,210,210,210,212,213,210,210,210,210,210,210,210,
178,178,178,178,178,178,220,178,220,178,178,178,178,178,178,178,
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,
246,247,178,178,178,178,178,178,178,178,178,178,178,220,246,247,
178,178,220,178,178,178,220,178,178,178,178,178,178,178,178,178,
246,247,178,178,178,178,178,178,178,178,178,178,178,178,246,247,
178,178,220,178,178,178,178,178,178,178,178,178,178,220,178,178,
246,247,209,210,210,210,210,212,213,210,210,210,210,211,246,247,
178,178,225,178,178,178,178,178,178,178,178,178,178,227,178,178,
246,247,225,178,149,149,178,178,178,178,149,149,178,227,246,247,
178,178,225,178,149,149,178,178,178,178,149,149,178,227,178,178,
246,247,225,178,178,178,165,165,165,165,178,178,178,227,246,247
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230,231,0,0,0,0,0,95,95,0,0,0,0,0,230,231,
0,0,0,0,0,0,0,e12,e12,0,0,0,0,0,0,0,
37,37,37,37,37,37,37,0,0,37,37,37,37,37,37,37,
230,231,172,173,173,173,173,173,56,e12,173,173,173,174,230,231,
0,0,188,189,56,189,189,189,189,189,189,189,189,190,0,0,
230,231,e12,189,e12,189,189,189,189,189,189,189,189,190,230,231,
0,0,188,189,189,189,189,55,189,189,189,189,189,190,0,0,
230,231,188,56,e12,189,189,80,189,189,189,63,56,190,230,231,
0,0,188,189,189,189,189,189,189,56,189,189,189,190,0,0,
230,231,188,189,189,189,189,189,189,e12,189,189,189,190,230,231,
0,0,204,205,205,205,205,205,55,205,205,205,205,206,0,0,
37,37,37,37,37,37,37,0,0,37,37,37,37,37,37,37,
0,0,172,173,173,173,e12,56,e12,173,173,173,173,174,0,0,
230,231,188,189,189,189,189,189,189,189,189,55,189,190,230,231,
0,0,188,189,189,189,189,189,56,189,189,189,189,63,0,0,
230,231,63,189,189,189,e12,189,189,189,189,176,56,190,230,231,
0,0,188,189,189,189,189,55,189,189,189,189,189,190,0,0,
230,231,e12,205,205,205,205,205,205,205,205,205,205,e12,230,231,
0,0,37,37,37,37,37,0,0,37,37,37,37,37,0,0,
230,231,37,0,0,0,0,e12,e12,0,0,0,0,37,230,231,
0,0,37,0,0,0,0,0,0,0,0,0,0,37,0,0,
230,231,37,0,0,0,0,0,0,0,0,0,0,37,230,231,
0,0,37,0,0,0,0,0,0,0,0,0,0,37,0,0
1
214,215,0,0,0,0,0,0,0,0,0,0,0,0,214,215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,0,0,0,0,0,0,0,0,214,215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,0,0,0,0,0,0,0,0,214,215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,0,0,0,0,0,0,0,0,214,215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,0,0,0,0,0,0,0,0,214,215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,0,0,0,0,0,0,0,0,214,215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,0,0,0,0,0,0,0,0,214,215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,0,0,0,0,0,0,0,0,214,215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,0,0,0,0,0,0,0,0,214,215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,0,0,0,0,0,0,0,0,214,215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
