22
24
10
2
0
5
249,249,249,249,178,178,178,178,178,178,178,178,178,178,178,178,178,178,249,249,249,249,
178,178,178,178,178,178,178,249,178,178,178,178,178,178,249,178,178,178,178,178,178,178,
178,178,178,178,178,178,178,249,178,178,178,178,178,178,249,178,178,178,178,178,178,178,
178,178,178,178,178,178,178,249,178,178,164,164,178,178,249,178,178,178,178,178,178,178,
249,249,249,249,249,249,249,249,178,178,164,164,178,178,249,249,249,249,249,249,249,249,
178,178,178,178,178,178,178,178,178,178,164,164,178,178,178,178,178,178,178,178,178,178,
178,178,178,178,178,178,178,178,178,178,164,164,178,178,178,178,178,178,178,178,178,178,
162,162,162,162,162,162,162,162,162,163,164,164,161,162,162,162,162,162,162,162,162,162,
178,178,246,247,178,178,246,247,178,179,164,164,177,178,246,247,178,178,246,247,178,178,
246,247,178,178,246,247,178,178,178,179,164,164,177,178,178,178,246,247,178,178,246,247,
178,178,246,247,178,178,246,247,178,179,164,164,177,178,246,247,178,178,246,247,178,178,
246,247,178,178,246,247,178,178,178,179,164,164,177,178,178,178,246,247,178,178,246,247,
178,178,246,247,178,178,246,247,178,179,164,164,177,178,246,247,178,178,246,247,178,178,
246,247,178,178,246,247,178,178,178,179,164,164,177,178,178,178,246,247,178,178,246,247,
178,178,246,247,178,178,246,247,178,179,164,164,177,178,246,247,178,178,246,247,178,178,
246,247,178,178,246,247,178,178,178,179,164,164,177,178,178,178,246,247,178,178,246,247,
178,178,246,247,178,178,246,247,178,179,164,164,177,178,246,247,178,178,246,247,178,178,
246,247,178,178,246,247,178,178,178,179,164,164,177,178,178,178,246,247,178,178,246,247,
178,178,246,247,178,178,246,247,178,179,164,164,177,178,246,247,178,178,246,247,178,178,
246,247,178,178,246,247,178,178,178,179,164,164,177,178,178,178,246,247,178,178,246,247,
178,178,246,247,178,178,246,247,178,179,164,164,177,178,246,247,178,178,246,247,178,178,
246,247,178,178,246,247,178,178,178,179,164,164,177,178,178,178,246,247,178,178,246,247,
178,178,246,247,178,178,246,247,178,196,162,162,197,178,246,247,178,178,246,247,178,178,
246,247,178,178,246,247,178,178,246,247,178,178,246,247,178,178,246,247,178,178,246,247
