24
20
18
1
0
4
178,178,179,164,164,177,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,
246,247,179,164,164,177,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,246,247,
178,178,179,164,164,177,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,
178,178,179,164,164,177,178,178,180,194,194,194,194,194,194,194,194,194,194,194,181,178,178,178,
178,178,179,164,164,177,178,178,179,164,164,164,164,164,164,164,164,164,164,164,177,178,178,178,
246,247,179,164,164,177,246,247,179,164,164,164,164,164,164,164,164,164,164,164,177,178,178,178,
178,178,179,164,164,177,178,178,179,164,164,161,162,162,162,162,162,163,164,164,177,178,178,178,
246,247,179,164,164,177,246,247,179,164,164,177,178,178,178,178,178,179,164,164,177,178,246,247,
178,178,179,220,220,177,178,178,179,164,164,177,178,178,178,178,178,179,164,164,177,178,178,178,
246,247,179,164,164,177,246,247,179,164,164,177,178,178,220,178,178,179,164,164,177,178,246,247,
178,178,179,164,164,177,178,178,179,164,164,177,178,178,178,178,178,179,164,164,177,178,178,178,
246,247,179,164,164,177,246,247,179,164,164,177,178,178,220,178,178,179,164,164,177,178,246,247,
178,178,179,220,220,177,178,178,179,164,164,177,178,178,220,178,178,179,164,164,177,178,178,178,
246,247,179,164,164,177,246,247,179,164,164,177,178,209,210,210,210,210,212,213,210,210,210,210,
178,178,179,164,164,177,178,178,179,164,164,177,178,225,178,178,178,179,164,164,177,178,178,178,
246,247,179,164,164,193,194,194,195,164,164,177,178,225,178,178,178,179,164,164,177,178,178,178,
178,178,179,164,164,164,164,164,164,164,164,177,178,225,178,246,247,179,164,164,177,178,246,247,
246,247,179,164,164,164,164,164,164,164,164,177,178,225,178,165,178,179,164,164,177,178,165,178,
178,178,196,162,162,162,162,162,162,162,162,197,178,225,178,178,178,179,164,164,177,178,178,178,
246,247,178,178,178,178,178,178,178,178,178,178,178,225,246,247,178,179,164,164,177,178,178,178
230,231,0,0,0,0,230,231,230,231,230,231,230,231,230,231,230,231,230,231,230,231,230,231,
0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170,170,186,e12,e12,202,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,
0,0,e12,172,174,e12,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230,231,0,188,190,0,230,231,0,0,0,0,0,0,0,0,0,0,0,0,0,198,199,200,
0,0,0,188,190,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,170,170,
230,231,e12,188,190,e12,230,231,0,0,0,0,0,0,0,0,0,0,0,0,0,185,230,231,
0,0,0,188,190,0,152,0,0,0,0,0,172,173,173,173,174,0,0,0,0,185,0,0,
230,231,0,e11,e11,0,230,231,0,0,0,0,188,189,55,189,190,0,0,0,0,185,230,231,
0,0,0,188,190,0,152,0,0,0,0,0,188,189,176,56,190,0,0,0,0,185,0,0,
230,231,e12,188,190,e12,230,231,0,0,0,0,188,189,189,56,190,0,0,0,0,185,230,231,
0,0,0,188,190,0,152,0,0,0,0,0,188,56,e12,221,206,0,0,0,0,185,0,0,
230,231,0,e11,e11,0,230,231,0,0,0,0,204,205,63,206,153,0,e11,e11,0,201,170,170,
0,0,0,188,190,0,152,0,0,0,0,0,168,37,37,37,37,37,0,0,37,37,37,37,
230,231,e12,188,190,e12,166,167,0,0,0,0,187,37,0,0,0,0,e11,e11,0,0,0,0,
0,0,0,204,206,0,0,0,0,0,0,0,187,37,152,230,231,0,0,0,0,0,230,231,
230,231,0,0,0,0,0,0,0,0,0,0,187,37,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,187,37,0,0,0,0,0,0,0,0,0,0,
230,231,0,0,0,0,0,0,0,0,0,0,187,37,230,231,0,0,0,0,0,0,0,0,
0,0,230,231,230,231,230,231,230,231,230,231,187,37,0,0,0,0,0,0,0,0,152,0
1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,214,215,0,0,0,0,0,0,0,0,0,0,0,0,0,182,183,184,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,214,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,214,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,214,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,214,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,150,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,215,0,0,0,0,0,214,215,
214,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,0,0,0,0,0,0,0,0,214,215,0,0,0,0,0,0,0,0,
0,0,214,215,214,215,214,215,214,215,214,215,0,0,0,0,0,0,0,0,0,0,0,0,
214,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
