22
20
10
1
1
0
61,61,83,84,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,61,61,61,83,84,61,61,61,61,61,61,61,
61,74,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,
61,62,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,
84,62,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,
61,62,59,59,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,
61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
84,62,59,59,60,61,83,84,61,94,61,61,61,61,83,84,61,61,61,61,61,83,
107,107,109,110,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,62,59,59,60,61,61,61,61,83,84,61,61,61,61,61,61,61,61,61,61,61,
61,62,59,59,60,61,61,61,61,61,61,61,61,61,61,61,94,61,61,61,61,61,
84,62,59,59,60,61,83,84,61,61,61,61,61,61,61,61,61,61,61,83,84,61,
61,62,59,59,76,77,77,77,77,77,77,77,75,61,61,61,61,61,61,61,61,61,
61,62,59,59,59,59,59,59,59,59,59,59,60,61,61,61,61,61,61,61,61,61,
61,62,59,59,59,59,59,59,59,59,59,59,60,61,61,61,61,61,94,61,61,83,
61,90,45,45,45,45,45,45,45,46,59,59,60,61,61,83,84,61,61,61,61,61,
83,84,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61,
61,61,61,61,94,61,61,61,61,62,59,59,60,61,61,61,61,61,83,84,61,61,
83,84,61,61,61,61,61,61,61,62,59,59,60,61,61,61,61,61,61,61,61,61
0,0,0,0,43,0,0,0,0,0,0,87,0,67,68,0,0,0,0,0,0,0,
0,0,71,0,0,87,0,0,71,0,0,0,0,0,0,92,0,0,71,0,0,0,
0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,144,63,160,0,0,0,0,0,144,144,144,144,144,0,0,0,0,0,0,95,0,
0,e6,80,144,144,144,144,144,e6,80,64,e6,0,0,0,0,0,0,0,0,95,0,
0,0,128,128,0,0,43,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,
68,0,128,128,0,0,67,68,0,71,0,0,71,0,67,68,0,0,71,0,0,67,
0,0,e6,e6,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,37,0,0,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,
0,0,e6,e6,0,0,0,0,0,67,68,0,0,0,0,0,0,0,0,0,0,0,
0,0,176,0,0,71,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,
68,0,128,0,0,0,85,86,0,0,0,0,0,0,0,0,0,0,0,67,68,0,
0,0,128,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,92,0,0,0,
0,0,128,0,0,0,0,e6,0,0,0,0,0,0,87,0,0,e6,e6,160,0,0,
0,0,128,63,160,160,160,80,160,160,160,0,0,0,0,0,0,128,71,128,0,67,
0,0,128,0,0,0,0,112,0,0,64,0,0,0,0,85,86,128,0,128,0,0,
67,68,128,160,160,160,160,e6,160,160,80,144,144,144,144,144,144,80,144,128,0,0,
0,92,0,0,71,0,0,0,87,0,0,0,0,71,0,0,87,64,67,68,0,0,
0,0,0,0,0,0,0,0,92,0,0,0,0,92,0,0,0,176,0,0,0,0,
98,98,98,98,98,98,98,98,98,114,0,0,130,98,98,98,98,98,98,98,98,98
1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,0,0,0,0,0,51,52,0,0,0,0,0,0,51,52,0,0,0,0,0,51,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,51,52,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,0,0,0,0,0,69,70,0,0,0,0,0,0,0,0,0,0,0,51,52,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,70,0,0,0,0,0,
51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
