26
26
2
2
0
0
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,212,213,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,212,213,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,212,213,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,212,213,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,212,213,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,212,213,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
235,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,236,
250,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,0,0,0,248,
250,268,95,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,0,240,0,248,
250,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,0,0,0,248,
250,232,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,234,248,
250,248,232,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,234,250,248,
250,248,248,232,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,234,250,250,248,
250,248,248,248,232,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,234,250,250,250,248,
250,248,248,248,248,232,233,233,233,233,233,233,233,233,233,233,233,233,233,233,234,250,250,250,250,248,
250,248,248,248,248,248,232,233,233,233,233,233,233,233,233,233,233,233,233,234,250,250,250,250,250,248,
250,248,248,248,248,248,248,0,269,0,0,269,0,0,269,0,0,269,0,250,250,250,250,250,250,248,
250,248,248,248,248,248,248,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,250,250,248,
250,248,248,248,248,248,248,0,240,0,e14,160,160,160,160,160,160,160,160,250,250,250,250,250,250,248,
250,248,248,248,248,248,248,0,0,0,0,0,0,0,0,0,0,0,128,250,250,250,250,250,250,248,
250,248,248,248,248,248,248,0,0,0,e13,160,160,160,160,160,160,160,128,250,250,250,250,250,250,248,
250,248,248,248,248,248,248,0,269,0,0,269,0,0,269,0,63,80,80,250,250,250,250,250,250,248,
250,248,248,248,248,248,264,265,265,265,265,265,265,265,265,265,265,e14,e14,266,250,250,250,250,250,248,
250,248,248,248,248,264,265,265,265,265,265,265,265,265,265,265,265,0,0,265,266,250,250,250,250,248,
250,248,248,248,264,265,265,265,265,265,265,265,265,265,265,265,265,e14,e14,265,265,266,250,250,250,248,
250,248,248,264,265,265,265,265,265,265,265,265,265,265,265,265,265,0,0,265,265,265,266,250,250,248,
250,248,264,265,265,265,265,265,265,265,265,265,265,265,265,265,265,e14,e14,265,265,265,265,266,250,248,
250,264,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,0,0,265,265,265,265,265,266,248,
250,0,0,0,270,0,0,270,0,0,270,0,0,270,0,0,270,0,0,216,0,229,0,245,0,248,
250,0,0,0,e13,0,0,176,0,0,e13,0,0,176,0,0,e13,0,0,216,0,0,0,0,0,248,
250,0,0,0,270,0,0,270,0,0,270,0,0,270,0,0,270,0,0,216,0,244,0,228,0,248,
251,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,252
1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,253,0,0,253,0,0,253,0,0,253,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,253,0,0,253,0,0,253,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
